Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
555,2766555380,tbrown4192,0,53.7,P Lance McCullers Jr. P Dylan Cease SS Trea Turner OF Yordan Alvarez 1B Josh Bell OF Kyle Tucker 3B Cavan Biggio OF Michael Brantley 2B Alcides Escobar C Tres Barrera,,,
556,2766414629,chessmasterfrank,0,53.5,P Lance McCullers Jr. P Robbie Ray OF Bryce Harper C J.T. Realmuto 1B Nate Lowe SS Didi Gregorius OF Michael Brantley OF Andrew McCutchen 3B Brock Holt 2B Eli White,,,
557,2766502934,jhumphrey0909,0,53.1,P Robbie Ray P Kyle Hendricks 1B Rhys Hoskins OF Bryce Harper OF Zach McKinstry SS Didi Gregorius OF Jon Berti 2B Joe Panik C Sandy León 3B Isan Díaz,,,
558,2766127064,TopCorner,0,52.7,P Lance McCullers Jr. P Dylan Cease 2B Marcus Semien SS Bo Bichette 1B Yuli Gurriel OF Kyle Tucker 3B Cavan Biggio OF Michael Brantley C Martín Maldonado OF Myles Straw,,,
559,2766613051,TheHuckShow,0,51.2,P Julio Urías P Dylan Cease OF Yordan Alvarez SS Bo Bichette 1B Jonathan Schoop 3B Yoán Moncada 2B Ian Happ OF Michael Brantley OF Andrew McCutchen C Tres Barrera,,,
560,2766587608,bigephenom10,0,50.7,P Lance McCullers Jr. P Dylan Cease OF Yordan Alvarez SS Carlos Correa 3B Yoán Moncada 1B Yuli Gurriel 2B Leury García OF Michael Brantley C Zack Collins OF Andrew Vaughn,,,
561,2766447009,polrif2015,0,0,,,,
561,2766550496,HOFbarrybonds,0,0,,,,
561,2766565796,ndpearman,0,0,,,,
561,2766592235,hastypop,0,0,,,,
